Illness;Link;Symptoms
Wilson disease;https://medlineplus.gov/ency/article/000785.htm;Symptoms may include:Abnormal posture of arms and legsArthritisConfusionordeliriumDementiaDifficulty moving arms and legs, stiffnessDifficulty walking(ataxia)Emotional or behavioral changesEnlargement of the abdomen due to accumulation of fluid (ascites)Personality changesPhobiasSlow movementsSlow or decreased movement and expressions of the faceSpeech impairmentTremors of the arms or handsUncontrollable movementUnpredictable and jerky movementVomiting bloodWeaknessYellow skin (jaundice) or yellow color of the white of the eye (icterus)
Window cleaner poisoning;https://medlineplus.gov/ency/article/002750.htm;Some brand names of window cleaners are:Glass GleamSparkle Glass CleanerSqueegee OffWindexOther window cleaners are also available.
Windshield washer fluid;https://medlineplus.gov/ency/article/002803.htm;This poison is found in:Windshield washer fluid (used to clean automobile windows)
Wine and heart health;https://medlineplus.gov/ency/article/001963.htm;No symptoms section found.
Wolff-Parkinson-White syndrome (WPW);https://medlineplus.gov/ency/article/000151.htm;How often a rapid heart rate occurs varies depending on the person. Some people with WPW syndrome have only a few episodes of rapid heart rate. Others may have the rapid heart rate once or twice a week or more. Also, there may be no symptoms at all, so that condition is found when a heart test is done for another reason.A person with this syndrome may have:Chest painor chest tightnessDizzinessLightheadednessFaintingPalpitations(a sensation of feeling your heart beating, usually quickly or irregularly)Shortness of breath
Women and sexual problems;https://medlineplus.gov/ency/patientinstructions/000663.htm;You may have sexual dysfunction if you are distressed by any of the following:You rarely, or never, have a desire to have sex.You are avoiding sex with your partner.You cannot get aroused or cannot stay aroused during sex even if you want sex.Youcannot have an orgasm.You have pain during sex.
Women's health;https://medlineplus.gov/ency/article/007458.htm;No symptoms section found.
Wood lamp examination;https://medlineplus.gov/ency/article/003386.htm;You do not need to take any special steps before this test. Follow your doctor's instructions about not putting creams or medicines on the area of the skin before the test.
Wood stain poisoning;https://medlineplus.gov/ency/article/002825.htm;Various wood stains contain these substances or other substances.
Working during cancer treatment;https://medlineplus.gov/ency/patientinstructions/000834.htm;There are ways you can plan ahead to make working through cancer easier on you and your co-workers.Schedule treatments late in the day so you can go home afterwards.Try to schedulechemotherapyat the end of the week so you have the weekend to recover.Talk to your manager about working at home some days, if possible. You can spend less time commuting and rest when you need to.Let your boss know your treatment schedule and when you will be out of work.Ask your family and friends to help around the house. This will leave you with more energy for work.
Working with a personal trainer;https://medlineplus.gov/ency/patientinstructions/000875.htm;Of course, hiring a personal trainer does cost money. The hourly rate for trainers can range from $20 to $100 an hour. These costs vary depending on the trainer's location, experience, and type of workout.Hiring a trainer may be more affordable than you think. Some trainers will charge less if you commit to a long-term package or pay for all your sessions upfront. You can also save money if you do 30-minute sessions or do sessions with a friend or group.Here are some questions to ask about the cost:How much do you charge for a session?How long are your sessions?What services do I get for that price?Are there any other fees I need to pay (such as gym membership)?Do you offer any discounts or package deals?Do you offer any group sessions that are less expensive?
Wound care centers;https://medlineplus.gov/ency/patientinstructions/000739.htm;Common types of non-healing wounds include:Pressure soresSurgical woundsRadiation soresFoot ulcers due to diabetes, poor blood flow, chronic bone infection (osteomyelitis), or swollen legsCertain wounds may not heal well due to:DiabetesPoor circulation due to damage to arteries or veinsNerve damageBone infectionBeing inactive or immobileWeak immune systemPoor nutritionExcess alcohol useSmokingHaving a foreign body (such as a piece of wood or broken glass) in the woundNon-healing wounds may take months to heal. Surgery may be performed to speed up healing. Some wounds never heal completely.
Wrinkles;https://medlineplus.gov/ency/article/003252.htm;Common causes of wrinkles include:Genetic factors (family history)Normal aging changes in the skinSmokingSun exposure
Wrist arthroscopy;https://medlineplus.gov/ency/article/007585.htm;You might need wrist arthroscopy if you have one of these problems or procedures:Wrist pain. Arthroscopy allows the surgeon to explore what is causing your wrist pain.Ganglion removal. This is a small, fluid-filled sac that grows from the wrist joint. It is harmless, but it can be painful and can limit your ability to move your wrist freely.Ligament tears. A ligament is a band of tissue that connects bone to bone. Several ligaments in the wrist help keep it stable and allow it to move. Torn ligaments can be repaired with this type of surgery.Triangular fibrocartilage complex (TFCC) tear. The TFCC is a cartilage area in the wrist. Injury to the TFCC can cause pain on the outer aspect of the wrist. Arthroscopy can repair damage of the TFCC.Carpal tunnel release. Carpal tunnel syndrome occurs when the nerve that passes through certain bones and tissues in your wrist becomes swollen and irritated. With arthroscopy the area through which this nerve passes can be made larger to relieve the pressure and pain.Wrist fractures. Arthroscopy can be used to remove small bits of bone and help realign the bones in your wrist.Arthritis. Arthroscopy can be used to remove tissues inside the arthritic joint and create more space.
